ts,open,high,low,close,volume,datetime
1758680580.0,112156.0,112169.0,112156.0,112164.0,0.70078906,2025-09-24 02:23:00
1758680640.0,112182.0,112214.0,112182.0,112214.0,0.47507452,2025-09-24 02:24:00
1758680700.0,112222.0,112234.0,112204.0,112204.0,0.51588245,2025-09-24 02:25:00
1758680760.0,112203.0,112205.0,112203.0,112205.0,0.01008227,2025-09-24 02:26:00
1758680820.0,112204.0,112224.0,112203.0,112217.0,0.13109262,2025-09-24 02:27:00
1758680880.0,112212.0,112226.0,112199.0,112226.0,0.70271649,2025-09-24 02:28:00
1758680940.0,112255.0,112294.0,112249.0,112294.0,0.37533259,2025-09-24 02:29:00
1758681000.0,112303.0,112337.0,112303.0,112322.0,0.01295454,2025-09-24 02:30:00
1758681060.0,112322.0,112339.0,112317.0,112317.0,0.27547019,2025-09-24 02:31:00
1758681120.0,112303.0,112304.0,112267.0,112274.0,0.2886831,2025-09-24 02:32:00
1758681180.0,112273.0,112296.0,112273.0,112296.0,0.01137911,2025-09-24 02:33:00
1758681240.0,112302.0,112302.0,112209.0,112209.0,0.69034393,2025-09-24 02:34:00
1758681300.0,112205.0,112205.0,112157.0,112159.0,0.126799,2025-09-24 02:35:00
1758681360.0,112156.0,112242.0,112155.0,112242.0,1.04147541,2025-09-24 02:36:00
1758681420.0,112269.0,112272.0,112243.0,112253.0,1.69090912,2025-09-24 02:37:00
1758681480.0,112253.0,112256.0,112253.0,112255.0,0.00337786,2025-09-24 02:38:00
1758681540.0,112256.0,112256.0,112253.0,112253.0,0.00442698,2025-09-24 02:39:00
1758681600.0,112239.0,112252.0,112239.0,112252.0,0.05852432,2025-09-24 02:40:00
1758681660.0,112267.0,112274.0,112267.0,112274.0,0.0062133,2025-09-24 02:41:00
1758681720.0,112275.0,112275.0,112274.0,112275.0,0.04537038,2025-09-24 02:42:00
1758681780.0,112273.0,112274.0,112270.0,112274.0,0.00184726,2025-09-24 02:43:00
1758681840.0,112274.0,112274.0,112246.0,112247.0,1.29602045,2025-09-24 02:44:00
1758681900.0,112247.0,112259.0,112247.0,112248.0,0.16526234,2025-09-24 02:45:00
1758681960.0,112247.0,112277.0,112232.0,112269.0,0.27266922,2025-09-24 02:46:00
1758682020.0,112268.0,112268.0,112207.0,112231.0,0.11998682,2025-09-24 02:47:00
1758682080.0,112260.0,112275.0,112260.0,112271.0,0.29898829,2025-09-24 02:48:00
1758682140.0,112276.0,112284.0,112217.0,112234.0,5.07807772,2025-09-24 02:49:00
1758682200.0,112236.0,112403.0,112080.0,112214.0,60.70019532,2025-09-24 02:50:00
1758682260.0,112212.0,112260.0,111927.0,111966.0,27.90727975,2025-09-24 02:51:00
1758682320.0,111969.0,112135.0,111917.0,112115.0,11.68999162,2025-09-24 02:52:00
1758682380.0,112116.0,112188.0,112066.0,112125.0,7.8319655,2025-09-24 02:53:00
1758682440.0,112103.0,112121.0,112013.0,112064.0,1.14688712,2025-09-24 02:54:00
1758682500.0,112055.0,112088.0,111972.0,112082.0,8.69937484,2025-09-24 02:55:00
1758682560.0,112088.0,112184.0,112088.0,112169.0,6.08305601,2025-09-24 02:56:00
1758682620.0,112169.0,112255.0,112169.0,112253.0,11.99393805,2025-09-24 02:57:00
1758682680.0,112242.0,112242.0,112169.0,112169.0,0.756047,2025-09-24 02:58:00
1758682740.0,112146.0,112148.0,112132.0,112148.0,0.19414976,2025-09-24 02:59:00
1758682800.0,112146.0,112147.0,112136.0,112137.0,0.00562384,2025-09-24 03:00:00
1758682860.0,112136.0,112164.0,112134.0,112155.0,0.06823477,2025-09-24 03:01:00
1758682920.0,112155.0,112166.0,112130.0,112166.0,0.13626323,2025-09-24 03:02:00
1758682980.0,112174.0,112234.0,112174.0,112230.0,0.49446406,2025-09-24 03:03:00
1758683040.0,112230.0,112245.0,112224.0,112244.0,0.04302144,2025-09-24 03:04:00
1758683100.0,112244.0,112244.0,112192.0,112204.0,0.30083811,2025-09-24 03:05:00
1758683160.0,112212.0,112219.0,112202.0,112203.0,0.0817385,2025-09-24 03:06:00
1758683220.0,112207.0,112217.0,112203.0,112217.0,0.09260482,2025-09-24 03:07:00
1758683280.0,112219.0,112222.0,112217.0,112219.0,0.0588372,2025-09-24 03:08:00
1758683340.0,112219.0,112225.0,112164.0,112164.0,0.04635,2025-09-24 03:09:00
1758683400.0,112164.0,112165.0,112159.0,112165.0,0.24498826,2025-09-24 03:10:00
1758683460.0,112163.0,112163.0,112160.0,112160.0,0.00198657,2025-09-24 03:11:00
1758683520.0,112164.0,112190.0,112164.0,112190.0,0.06076179,2025-09-24 03:12:00
1758683580.0,112190.0,112214.0,112190.0,112214.0,0.2055132,2025-09-24 03:13:00
1758683640.0,112212.0,112218.0,112212.0,112218.0,0.00240329,2025-09-24 03:14:00
1758683700.0,112233.0,112243.0,112233.0,112243.0,0.08023861,2025-09-24 03:15:00
1758683760.0,112243.0,112243.0,112228.0,112228.0,0.05610812,2025-09-24 03:16:00
1758683820.0,112227.0,112227.0,112091.0,112091.0,0.11430691,2025-09-24 03:17:00
1758683880.0,112102.0,112104.0,112086.0,112086.0,0.12905279,2025-09-24 03:18:00
1758683940.0,112086.0,112116.0,112086.0,112115.0,0.47552909,2025-09-24 03:19:00
1758684000.0,112113.0,112113.0,112066.0,112070.0,0.68961465,2025-09-24 03:20:00
1758684060.0,112075.0,112096.0,112057.0,112067.0,1.38262906,2025-09-24 03:21:00
1758684120.0,112068.0,112085.0,112050.0,112050.0,0.3279434,2025-09-24 03:22:00
1758684180.0,112028.0,112028.0,111902.0,111902.0,0.05695298,2025-09-24 03:23:00
1758684240.0,111898.0,111986.0,111898.0,111986.0,0.22139695,2025-09-24 03:24:00
1758684300.0,111989.0,112070.0,111989.0,112070.0,0.61928963,2025-09-24 03:25:00
1758684360.0,112070.0,112103.0,111966.0,111992.0,0.81361294,2025-09-24 03:26:00
1758684420.0,111986.0,111986.0,111932.0,111932.0,0.20687119,2025-09-24 03:27:00
1758684480.0,111909.0,111912.0,111883.0,111883.0,0.22548747,2025-09-24 03:28:00
1758684540.0,111883.0,111885.0,111811.0,111830.0,14.98071918,2025-09-24 03:29:00
1758684600.0,111814.0,111938.0,111813.0,111937.0,1.01782754,2025-09-24 03:30:00
1758684660.0,111952.0,112051.0,111949.0,112051.0,0.33527572,2025-09-24 03:31:00
1758684720.0,112054.0,112059.0,111997.0,111997.0,0.66494011,2025-09-24 03:32:00
1758684780.0,111989.0,111995.0,111885.0,111885.0,0.18142462,2025-09-24 03:33:00
1758684840.0,111884.0,111898.0,111875.0,111888.0,0.04892327,2025-09-24 03:34:00
1758684900.0,111907.0,111919.0,111874.0,111874.0,0.0634755,2025-09-24 03:35:00
1758684960.0,111875.0,111881.0,111811.0,111811.0,0.06696076,2025-09-24 03:36:00
1758685020.0,111811.0,111817.0,111803.0,111815.0,0.65181802,2025-09-24 03:37:00
1758685080.0,111815.0,111824.0,111784.0,111818.0,0.53935358,2025-09-24 03:38:00
1758685140.0,111818.0,111856.0,111815.0,111815.0,1.29784501,2025-09-24 03:39:00
1758685200.0,111861.0,111910.0,111854.0,111870.0,1.75477358,2025-09-24 03:40:00
1758685260.0,111882.0,111886.0,111838.0,111838.0,0.1963659,2025-09-24 03:41:00
1758685320.0,111831.0,111869.0,111828.0,111869.0,0.22852294,2025-09-24 03:42:00
1758685380.0,111870.0,111871.0,111864.0,111865.0,0.01777335,2025-09-24 03:43:00
1758685440.0,111867.0,111867.0,111833.0,111866.0,0.41556683,2025-09-24 03:44:00
1758685500.0,111866.0,111915.0,111866.0,111883.0,0.45414103,2025-09-24 03:45:00
1758685560.0,111883.0,111883.0,111822.0,111824.0,0.17785736,2025-09-24 03:46:00
1758685620.0,111822.0,111822.0,111771.0,111771.0,1.49985866,2025-09-24 03:47:00
1758685680.0,111772.0,111801.0,111772.0,111791.0,0.35382172,2025-09-24 03:48:00
1758685740.0,111788.0,111788.0,111758.0,111758.0,0.42771127,2025-09-24 03:49:00
1758685800.0,111758.0,111790.0,111758.0,111784.0,0.0355168,2025-09-24 03:50:00
1758685860.0,111784.0,111812.0,111783.0,111785.0,0.38007958,2025-09-24 03:51:00
1758685920.0,111785.0,111793.0,111768.0,111793.0,0.05426899,2025-09-24 03:52:00
1758685980.0,111804.0,111864.0,111804.0,111864.0,0.21074144,2025-09-24 03:53:00
1758686040.0,111863.0,111896.0,111840.0,111840.0,0.24941919,2025-09-24 03:54:00
1758686100.0,111827.0,111827.0,111744.0,111794.0,1.7071287,2025-09-24 03:55:00
1758686160.0,111794.0,111794.0,111744.0,111744.0,0.52014016,2025-09-24 03:56:00
1758686220.0,111744.0,111752.0,111731.0,111744.0,0.6887606,2025-09-24 03:57:00
1758686280.0,111745.0,111745.0,111717.0,111718.0,0.52435352,2025-09-24 03:58:00
1758686340.0,111717.0,111723.0,111717.0,111720.0,0.06977778,2025-09-24 03:59:00
1758686400.0,111722.0,111739.0,111704.0,111714.0,0.92617162,2025-09-24 04:00:00
1758686460.0,111715.0,111725.0,111664.0,111664.0,1.88143212,2025-09-24 04:01:00
1758686520.0,111654.0,111751.0,111654.0,111751.0,0.08359497,2025-09-24 04:02:00
1758686580.0,111772.0,111772.0,111650.0,111650.0,0.43629892,2025-09-24 04:03:00
1758686640.0,111650.0,111676.0,111612.0,111612.0,1.50974836,2025-09-24 04:04:00
1758686700.0,111612.0,111635.0,111610.0,111631.0,0.31518962,2025-09-24 04:05:00
1758686760.0,111632.0,111642.0,111622.0,111622.0,0.22576503,2025-09-24 04:06:00
1758686820.0,111626.0,111626.0,111597.0,111597.0,1.01550291,2025-09-24 04:07:00
1758686880.0,111602.0,111610.0,111570.0,111570.0,0.95498823,2025-09-24 04:08:00
1758686940.0,111570.0,111601.0,111557.0,111601.0,0.3777194,2025-09-24 04:09:00
1758687000.0,111613.0,111629.0,111580.0,111629.0,1.70783784,2025-09-24 04:10:00
1758687060.0,111627.0,111650.0,111115.0,111201.0,23.87106798,2025-09-24 04:11:00
1758687120.0,111238.0,111459.0,111238.0,111429.0,5.56115024,2025-09-24 04:12:00
1758687180.0,111443.0,111486.0,111399.0,111421.0,1.69801243,2025-09-24 04:13:00
1758687240.0,111417.0,111514.0,111383.0,111500.0,0.92572527,2025-09-24 04:14:00
1758687300.0,111500.0,111616.0,111478.0,111614.0,2.1239015,2025-09-24 04:15:00
1758687360.0,111631.0,111703.0,111618.0,111629.0,2.22086179,2025-09-24 04:16:00
1758687420.0,111629.0,111639.0,111563.0,111563.0,0.58417736,2025-09-24 04:17:00
1758687480.0,111568.0,111617.0,111563.0,111600.0,0.33781329,2025-09-24 04:18:00
1758687540.0,111587.0,111587.0,111430.0,111463.0,0.40992567,2025-09-24 04:19:00
1758687600.0,111465.0,111521.0,111465.0,111480.0,1.67880341,2025-09-24 04:20:00
1758687660.0,111475.0,111487.0,111404.0,111419.0,0.57382769,2025-09-24 04:21:00
1758687720.0,111435.0,111477.0,111423.0,111469.0,0.21046892,2025-09-24 04:22:00
1758687780.0,111469.0,111498.0,111469.0,111498.0,0.37750564,2025-09-24 04:23:00
1758687840.0,111523.0,111573.0,111523.0,111542.0,0.33157475,2025-09-24 04:24:00
1758687900.0,111549.0,111686.0,111549.0,111686.0,0.23820233,2025-09-24 04:25:00
1758687960.0,111686.0,111797.0,111685.0,111797.0,19.2652301,2025-09-24 04:26:00
1758688020.0,111766.0,111864.0,111766.0,111825.0,6.24178433,2025-09-24 04:27:00
1758688080.0,111865.0,111932.0,111841.0,111932.0,3.34173002,2025-09-24 04:28:00
1758688140.0,111939.0,112051.0,111939.0,112040.0,4.27128971,2025-09-24 04:29:00
1758688200.0,112063.0,112256.0,112053.0,112225.0,11.86826182,2025-09-24 04:30:00
1758688260.0,112188.0,112188.0,112045.0,112101.0,4.90180482,2025-09-24 04:31:00
1758688320.0,112095.0,112184.0,112095.0,112180.0,5.00837007,2025-09-24 04:32:00
1758688380.0,112225.0,112237.0,112198.0,112214.0,0.69437592,2025-09-24 04:33:00
1758688440.0,112197.0,112197.0,112148.0,112184.0,0.78207555,2025-09-24 04:34:00
1758688500.0,112183.0,112183.0,112133.0,112169.0,0.75622219,2025-09-24 04:35:00
1758688560.0,112169.0,112181.0,112144.0,112159.0,0.62807519,2025-09-24 04:36:00
1758688620.0,112201.0,112279.0,112201.0,112272.0,0.35021075,2025-09-24 04:37:00
1758688680.0,112271.0,112373.0,112271.0,112295.0,5.16111114,2025-09-24 04:38:00
1758688740.0,112293.0,112359.0,112288.0,112359.0,0.44105568,2025-09-24 04:39:00
1758688800.0,112357.0,112389.0,112284.0,112326.0,2.91702346,2025-09-24 04:40:00
1758688860.0,112338.0,112350.0,112298.0,112298.0,0.57461114,2025-09-24 04:41:00
1758688920.0,112291.0,112307.0,112279.0,112298.0,0.40816977,2025-09-24 04:42:00
1758688980.0,112294.0,112304.0,112247.0,112247.0,0.14339617,2025-09-24 04:43:00
1758689040.0,112245.0,112264.0,112233.0,112263.0,0.12615076,2025-09-24 04:44:00
1758689100.0,112268.0,112274.0,112215.0,112274.0,0.73726535,2025-09-24 04:45:00
1758689160.0,112274.0,112283.0,112234.0,112253.0,0.57071733,2025-09-24 04:46:00
1758689220.0,112252.0,112252.0,112172.0,112174.0,0.13716683,2025-09-24 04:47:00
1758689280.0,112180.0,112180.0,112118.0,112130.0,0.22769084,2025-09-24 04:48:00
1758689340.0,112130.0,112130.0,112087.0,112105.0,0.13255014,2025-09-24 04:49:00
1758689400.0,112105.0,112126.0,112094.0,112125.0,0.21762285,2025-09-24 04:50:00
1758689460.0,112125.0,112170.0,112110.0,112170.0,0.34070846,2025-09-24 04:51:00
1758689520.0,112170.0,112179.0,112152.0,112152.0,0.05863202,2025-09-24 04:52:00
1758689580.0,112135.0,112151.0,112131.0,112150.0,0.2151197,2025-09-24 04:53:00
1758689640.0,112150.0,112164.0,112150.0,112152.0,0.14144335,2025-09-24 04:54:00
1758689700.0,112152.0,112238.0,112152.0,112172.0,1.22598209,2025-09-24 04:55:00
1758689760.0,112176.0,112195.0,112167.0,112194.0,0.44118475,2025-09-24 04:56:00
1758689820.0,112194.0,112214.0,112146.0,112146.0,0.11235521,2025-09-24 04:57:00
1758689880.0,112156.0,112173.0,112156.0,112173.0,0.08444046,2025-09-24 04:58:00
1758689940.0,112178.0,112219.0,112178.0,112195.0,0.51998905,2025-09-24 04:59:00
1758690000.0,112178.0,112201.0,112161.0,112194.0,0.40100856,2025-09-24 05:00:00
